,mal_id,episodes,airing,duration,rating,score,scored_by,rank,popularity,year,genres,Action,Adventure,Award Winning,Comedy,Drama,Fantasy,Horror,Mystery,Romance,Sci-Fi,Slice of Life,Sports,Supernatural,Suspense
16,1965,13.0,False,23,14,7.18,45434.0,3256.0,2010,2007.0,"Drama,Romance,Supernatural",0,0,0,0,1,0,0,0,1,0,0,0,1,0
21,1972,26.0,False,25,0,7.37,3989.0,2295.0,5746,1984.0,"Action,Adventure,Comedy,Mystery",1,1,0,1,0,0,0,1,0,0,0,0,0,0
23,1974,51.0,False,23,0,8.05,12350.0,539.0,3458,2005.0,Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24,1975,22.0,False,25,0,6.55,376.0,6371.0,11455,2000.0,Sci-Fi,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,1985,74.0,False,25,14,7.57,5465.0,1534.0,5828,1975.0,"Action,Sci-Fi",1,0,0,0,0,0,0,0,0,1,0,0,0,0
9,1986,56.0,False,25,14,6.2,446.0,8248.0,11151,1977.0,Sci-Fi,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,1988,13.0,False,25,14,6.46,3654.0,6850.0,5946,2007.0,"Comedy,Romance",0,0,0,1,0,0,0,0,1,0,0,0,0,0
13,1991,12.0,False,25,16,5.96,2001.0,9508.0,7713,2007.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2001,27.0,False,24,14,8.63,884956.0,76.0,65,2007.0,"Action,Adventure,Award Winning,Sci-Fi",1,1,1,0,0,0,0,0,0,1,0,0,0,0
23,2002,26.0,False,23,14,7.51,46730.0,1753.0,1884,2007.0,"Action,Sci-Fi",1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2004,25.0,False,23,16,8.03,4513.0,575.0,5212,2002.0,"Comedy,Drama,Slice of Life,Supernatural",0,0,0,1,1,0,0,0,0,0,1,0,1,0
6,2011,20.0,False,8,14,7.03,2477.0,4010.0,7175,1999.0,"Action,Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0
7,2012,49.0,False,24,14,7.56,6292.0,1585.0,4659,1996.0,"Adventure,Comedy,Horror,Romance,Supernatural",0,1,0,1,0,0,1,0,1,0,0,0,1,0
9,2014,26.0,False,24,14,7.38,4132.0,2269.0,5994,2001.0,"Action,Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0
19,2024,24.0,False,24,10,5.8,232.0,10194.0,13491,2006.0,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,2025,25.0,False,24,18,8.06,433124.0,533.0,161,2007.0,"Action,Mystery,Sci-Fi",1,0,0,0,0,0,0,1,0,1,0,0,0,0
21,2026,52.0,False,24,14,7.51,97184.0,1751.0,1050,2007.0,"Action,Comedy,Romance",1,0,0,1,0,0,0,0,1,0,0,0,0,0
0,2030,26.0,False,24,14,7.23,18231.0,2996.0,2895,2007.0,"Adventure,Drama,Mystery",0,1,0,0,1,0,0,1,0,0,0,0,0,0
1,2031,13.0,False,24,14,6.47,12615.0,6815.0,3668,2007.0,"Action,Adventure,Fantasy",1,1,0,0,0,1,0,0,0,0,0,0,0,0
2,2032,13.0,False,24,14,6.59,2668.0,6107.0,6389,2007.0,"Action,Adventure,Comedy,Drama,Fantasy",1,1,0,1,1,1,0,0,0,0,0,0,0,0
4,2034,24.0,False,24,14,8.03,287214.0,564.0,364,2007.0,"Comedy,Romance",0,0,0,1,0,0,0,0,1,0,0,0,0,0
5,2035,12.0,False,25,0,7.82,12543.0,920.0,4144,2007.0,"Drama,Romance",0,0,0,0,1,0,0,0,1,0,0,0,0,0
6,2036,43.0,False,24,0,7.38,1656.0,2255.0,8491,2001.0,"Adventure,Comedy,Drama,Sci-Fi",0,1,0,1,1,0,0,0,0,1,0,0,0,0
7,2037,61.0,False,24,10,7.56,2988.0,1580.0,6348,1992.0,"Comedy,Fantasy,Romance",0,0,0,1,0,1,0,0,1,0,0,0,0,0
8,2038,38.0,False,23,0,7.17,1578.0,3302.0,8092,1985.0,"Comedy,Slice of Life",0,0,0,1,0,0,0,0,0,0,1,0,0,0
9,2039,48.0,False,24,10,7.35,919.0,2365.0,9286,1984.0,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,2040,47.0,False,23,0,7.33,739.0,2497.0,9365,1990.0,Fantasy,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,2041,51.0,False,25,0,6.74,4814.0,5353.0,6102,1994.0,"Comedy,Fantasy,Romance",0,0,0,1,0,1,0,0,1,0,0,0,0,0
13,2043,73.0,False,25,14,7.2,7079.0,3146.0,4590,1983.0,"Action,Adventure,Comedy,Mystery,Romance",1,1,0,1,0,0,0,1,1,0,0,0,0,0
14,2044,52.0,False,24,0,7.34,4162.0,2428.0,5321,1983.0,"Comedy,Fantasy,Romance,Sci-Fi",0,0,0,1,0,1,0,0,1,1,0,0,0,0
19,2074,30.0,False,24,14,6.67,397.0,5703.0,11679,1997.0,"Adventure,Comedy,Fantasy",0,1,0,1,0,1,0,0,0,0,0,0,0,0
20,2075,51.0,False,25,14,6.4,281.0,7203.0,12036,1996.0,"Adventure,Comedy,Slice of Life",0,1,0,1,0,0,0,0,0,0,1,0,0,0
21,2076,148.0,False,24,18,7.94,7568.0,688.0,3924,1997.0,Mystery,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,2084,38.0,False,22,14,7.38,1138.0,2237.0,8960,1990.0,"Action,Adventure,Comedy,Fantasy",1,1,0,1,0,1,0,0,0,0,0,0,0,0
7,2087,26.0,False,23,14,7.22,1148.0,3024.0,9483,1996.0,"Action,Comedy,Fantasy",1,0,0,1,0,1,0,0,0,0,0,0,0,0
9,2089,35.0,False,25,14,6.52,1431.0,6521.0,7432,1983.0,"Action,Adventure,Romance,Sci-Fi",1,1,0,0,0,0,0,0,1,1,0,0,0,0
24,2104,26.0,False,24,14,7.67,143509.0,1255.0,710,2007.0,"Comedy,Romance",0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,2105,26.0,False,23,18,6.5,4611.0,6640.0,4725,2007.0,"Drama,Fantasy,Romance,Ecchi",0,0,0,0,1,1,0,0,1,0,0,0,0,0
1,2106,26.0,False,24,14,6.53,2879.0,6464.0,6030,2007.0,Sci-Fi,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,2108,51.0,False,24,10,7.14,8331.0,3472.0,5001,2003.0,"Action,Adventure,Comedy,Sci-Fi",1,1,0,1,0,0,0,0,0,1,0,0,0,0
4,2109,51.0,False,25,10,7.04,3875.0,3965.0,6252,2004.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
5,2110,25.0,False,25,10,7.03,3139.0,4037.0,6745,2005.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
7,2112,26.0,False,24,14,7.53,20390.0,1673.0,3218,2007.0,Sports,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,2113,38.0,False,24,14,7.18,5014.0,3258.0,5986,1989.0,"Action,Fantasy",1,0,0,0,0,1,0,0,0,0,0,0,0,0
10,2116,128.0,False,24,0,7.35,51416.0,2391.0,2224,1983.0,Sports,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21,2127,38.0,False,25,14,6.37,702.0,7340.0,10272,1996.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
22,2128,50.0,False,24,14,6.63,644.0,5950.0,9747,1975.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
23,2129,13.0,False,24,14,7.28,100640.0,2708.0,1088,2008.0,"Drama,Romance",0,0,0,0,1,0,0,0,1,0,0,0,0,0
24,2130,25.0,False,24,14,6.98,29137.0,4244.0,2329,2007.0,"Action,Comedy,Horror,Supernatural",1,0,0,1,0,0,1,0,0,0,0,0,1,0
11,2142,51.0,False,25,10,6.39,27938.0,7248.0,2902,2007.0,"Adventure,Comedy,Fantasy",0,1,0,1,0,1,0,0,0,0,0,0,0,0
18,2150,78.0,False,24,0,8.23,11873.0,317.0,4162,1990.0,"Adventure,Fantasy,Slice of Life",0,1,0,0,0,1,0,0,0,0,1,0,0,0
19,2151,52.0,False,25,0,7.15,3377.0,3444.0,7223,1980.0,"Adventure,Fantasy",0,1,0,0,0,1,0,0,0,0,0,0,0,0
20,2152,26.0,False,24,14,7.2,4398.0,3129.0,5670,2007.0,"Comedy,Drama,Fantasy,Sci-Fi",0,0,0,1,1,1,0,0,0,1,0,0,0,0
21,2153,13.0,False,25,14,6.3,2220.0,7733.0,7245,2007.0,Fantasy,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,2155,13.0,False,24,14,6.16,6253.0,8474.0,4600,2007.0,Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24,2156,52.0,False,24,10,6.44,66754.0,6983.0,1929,2007.0,"Action,Fantasy",1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,2157,13.0,False,23,14,6.88,2463.0,4666.0,7292,2007.0,Sci-Fi,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2158,24.0,False,24,14,7.87,18500.0,810.0,2706,2007.0,"Action,Drama,Sci-Fi",1,0,0,0,1,0,0,0,0,1,0,0,0,0
2,2159,25.0,False,25,14,7.88,40582.0,791.0,2014,2007.0,Sports,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,2161,13.0,False,23,14,6.6,8671.0,6086.0,3804,2007.0,"Action,Mystery,Supernatural",1,0,0,0,0,0,0,1,0,0,0,0,1,0
4,2162,25.0,False,24,14,6.28,2740.0,7867.0,6477,2007.0,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,2164,26.0,False,25,0,8.04,43201.0,557.0,1519,2007.0,"Adventure,Award Winning,Drama,Mystery,Sci-Fi",0,1,1,0,1,0,0,1,0,1,0,0,0,0
7,2165,100.0,False,24,0,6.87,1523.0,4719.0,7858,2007.0,"Comedy,Fantasy,Horror",0,0,0,1,0,1,1,0,0,0,0,0,0,0
8,2166,12.0,False,13,14,6.75,13201.0,5300.0,4070,2007.0,"Comedy,Slice of Life",0,0,0,1,0,0,0,0,0,0,1,0,0,0
9,2167,23.0,False,24,14,7.99,747362.0,619.0,87,2007.0,"Drama,Romance,Supernatural",0,0,0,0,1,0,0,0,1,0,0,0,1,0
13,2200,23.0,False,24,14,7.18,1654.0,3284.0,8173,1977.0,"Action,Drama,Sci-Fi",1,0,0,0,1,0,0,0,0,1,0,0,0,0
16,2203,22.0,False,25,14,7.38,2437.0,2271.0,7097,1982.0,"Action,Adventure,Drama,Sci-Fi",1,1,0,0,1,0,0,0,0,1,0,0,0,0
17,2204,26.0,False,25,18,7.37,3280.0,2286.0,5779,1999.0,"Mystery,Suspense",0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,2213,61.0,False,25,14,7.58,12326.0,1505.0,3632,2004.0,Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,2214,17.0,False,24,14,7.53,5002.0,1682.0,5542,2006.0,"Action,Drama",1,0,0,0,1,0,0,0,0,0,0,0,0,0
3,2215,26.0,False,24,14,6.79,2145.0,5084.0,7251,2007.0,Sci-Fi,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,2216,12.0,False,23,16,7.37,36780.0,2308.0,1749,2007.0,"Action,Drama",1,0,0,0,1,0,0,0,0,0,0,0,0,0
9,2221,42.0,False,25,10,6.8,3366.0,5042.0,6609,1983.0,"Comedy,Romance",0,0,0,1,0,0,0,0,1,0,0,0,0,0
10,2222,243.0,False,25,14,7.19,5784.0,3232.0,5204,1981.0,"Comedy,Sci-Fi",0,0,0,1,0,0,0,0,0,1,0,0,0,0
11,2223,52.0,False,24,0,6.92,862.0,4474.0,9782,1986.0,"Fantasy,Slice of Life",0,0,0,0,0,1,0,0,0,0,1,0,0,0
12,2224,19.0,False,24,10,6.73,1718.0,5392.0,7879,1986.0,"Romance,Sports",0,0,0,0,0,0,0,0,1,0,0,1,0,0
13,2225,52.0,False,25,10,7.38,19039.0,2247.0,3577,1974.0,Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14,2226,23.0,False,25,0,6.18,268.0,8360.0,13602,1984.0,Fantasy,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15,2227,21.0,False,23,0,7.48,2528.0,1864.0,7341,1987.0,Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16,2228,47.0,False,25,10,7.36,2818.0,2335.0,8087,1991.0,"Comedy,Sports",0,0,0,1,0,0,0,0,0,0,0,1,0,0
17,2229,46.0,False,24,0,7.57,10861.0,1522.0,4397,1991.0,"Action,Adventure,Fantasy",1,1,0,0,0,1,0,0,0,0,0,0,0,0
18,2230,50.0,False,24,0,7.02,1708.0,4072.0,7782,1979.0,"Adventure,Drama",0,1,0,0,1,0,0,0,0,0,0,0,0,0
19,2231,37.0,False,25,14,6.63,1013.0,5907.0,8711,1983.0,Romance,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20,2232,12.0,False,6,14,4.98,560.0,12608.0,12049,2006.0,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,2233,26.0,False,4,0,6.24,477.0,8056.0,12151,2003.0,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,2234,30.0,False,5,10,6.08,874.0,8893.0,10355,2004.0,"Action,Comedy,Sci-Fi",1,0,0,1,0,0,0,0,0,1,0,0,0,0
4,2243,39.0,False,25,18,6.75,572.0,5267.0,9990,1990.0,"Action,Adventure,Drama",1,1,0,0,1,0,0,0,0,0,0,0,0,0
5,2244,12.0,False,24,14,5.77,437.0,10346.0,10415,2006.0,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,2245,12.0,False,23,14,6.52,1489.0,6577.0,7778,1999.0,"Drama,Romance,Sci-Fi",0,0,0,0,1,0,0,0,1,1,0,0,0,0
7,2246,12.0,False,22,18,8.42,91073.0,168.0,725,2007.0,"Horror,Mystery,Supernatural",0,0,0,0,0,0,1,1,0,0,0,0,1,0
11,2251,13.0,False,24,18,8.36,377763.0,203.0,183,2007.0,"Action,Comedy,Mystery,Supernatural",1,0,0,1,0,0,0,1,0,0,0,0,1,0
12,2252,39.0,False,25,18,6.5,7568.0,6667.0,3820,1972.0,"Action,Horror,Supernatural",1,0,0,0,0,0,1,0,0,0,0,0,1,0
13,2253,92.0,False,25,14,7.28,6685.0,2725.0,4987,1973.0,"Action,Drama,Sci-Fi",1,0,0,0,1,0,0,0,0,1,0,0,0,0
14,2254,50.0,False,24,14,7.14,1200.0,3474.0,7965,1982.0,"Action,Sci-Fi",1,0,0,0,0,0,0,0,0,1,0,0,0,0
15,2255,38.0,False,23,14,6.71,1314.0,5513.0,7953,1985.0,"Action,Sci-Fi",1,0,0,0,0,0,0,0,0,1,0,0,0,0
17,2257,75.0,False,23,14,7.44,1221.0,2019.0,7734,1981.0,"Action,Drama,Sci-Fi",1,0,0,0,1,0,0,0,0,1,0,0,0,0
19,2259,51.0,False,24,10,6.77,1193.0,5195.0,8467,2001.0,"Comedy,Fantasy,Romance",0,0,0,1,0,1,0,0,1,0,0,0,0,0
11,2280,61.0,False,23,10,6.42,388.0,7115.0,11780,1997.0,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,2281,39.0,False,25,10,6.43,4869.0,7036.0,6309,1998.0,"Adventure,Comedy,Fantasy,Mystery,Sci-Fi",0,1,0,1,0,1,0,1,0,1,0,0,0,0
13,2282,26.0,False,24,10,6.46,407.0,6860.0,10899,1997.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,2283,49.0,False,24,14,7.19,1527.0,3214.0,8800,1994.0,"Action,Sci-Fi,Sports",1,0,0,0,0,0,0,0,0,1,0,1,0,0
15,2284,39.0,False,23,10,6.52,2618.0,6549.0,8077,2000.0,"Adventure,Comedy,Sci-Fi",0,1,0,1,0,0,0,0,0,1,0,0,0,0
16,2285,40.0,False,25,10,6.33,2384.0,7568.0,8299,2006.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
18,2287,26.0,False,25,0,6.02,2119.0,9183.0,8207,2002.0,"Adventure,Comedy,Fantasy,Gourmet",0,1,0,1,0,1,0,0,0,0,0,0,0,0
19,2288,26.0,False,23,14,6.57,2745.0,6231.0,6906,1998.0,"Adventure,Sci-Fi",0,1,0,0,0,0,0,0,0,1,0,0,0,0
11,2308,13.0,False,25,16,5.71,1034.0,10564.0,8353,2005.0,"Drama,Supernatural,Ecchi",0,0,0,0,1,0,0,0,0,0,0,0,1,0
19,2316,52.0,False,25,14,6.59,588.0,6132.0,10762,1970.0,Sports,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,2330,26.0,False,22,14,7.35,6243.0,2405.0,5555,1999.0,"Adventure,Comedy,Fantasy",0,1,0,1,0,1,0,0,0,0,0,0,0,0
7,2331,26.0,False,25,0,7.08,2356.0,3793.0,7702,1981.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
9,2333,52.0,False,25,0,7.1,1671.0,3679.0,8146,1987.0,"Adventure,Drama,Romance",0,1,0,0,1,0,0,0,1,0,0,0,0,0
11,2335,52.0,False,22,14,7.14,4133.0,3456.0,6491,1993.0,"Action,Comedy,Fantasy",1,0,0,1,0,1,0,0,0,0,0,0,0,0
13,2337,26.0,False,25,0,7.33,1240.0,2479.0,7949,2004.0,"Adventure,Drama,Sci-Fi",0,1,0,0,1,0,0,0,0,1,0,0,0,0
10,2361,51.0,False,24,14,7.25,2434.0,2890.0,7824,1984.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
11,2362,13.0,False,24,0,4.7,603.0,12923.0,10052,2001.0,"Action,Sci-Fi",1,0,0,0,0,0,0,0,0,1,0,0,0,0
12,2363,16.0,False,20,10,6.88,16180.0,4677.0,3816,2003.0,"Adventure,Comedy,Fantasy",0,1,0,1,0,1,0,0,0,0,0,0,0,0
13,2364,12.0,False,24,16,5.45,1546.0,11535.0,8364,1997.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
15,2366,25.0,False,8,14,6.35,163.0,7439.0,12524,1995.0,Supernatural,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16,2367,12.0,False,24,16,6.39,9801.0,7233.0,4046,2007.0,"Comedy,Ecchi",0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,2369,24.0,False,24,14,7.0,21348.0,4177.0,2704,2007.0,"Action,Fantasy,Mystery",1,0,0,0,0,1,0,1,0,0,0,0,0,0
5,2382,26.0,False,25,14,5.37,294.0,11787.0,11692,2003.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
6,2383,13.0,False,23,14,7.19,3412.0,3228.0,6069,1999.0,"Action,Adventure,Romance,Sci-Fi",1,1,0,0,0,0,0,0,1,1,0,0,0,0
12,2389,105.0,False,26,14,6.94,3494.0,4379.0,6169,1972.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
13,2390,100.0,False,24,10,6.91,16541.0,4517.0,3758,2001.0,"Action,Adventure,Comedy,Fantasy",1,1,0,1,0,1,0,0,0,0,0,0,0,0
14,2391,52.0,False,25,14,5.36,4013.0,11817.0,6537,2004.0,"Adventure,Comedy,Fantasy",0,1,0,1,0,1,0,0,0,0,0,0,0,0
23,2400,45.0,False,24,14,7.26,4724.0,2851.0,5458,1993.0,"Comedy,Supernatural",0,0,0,1,0,0,0,0,0,0,0,0,1,0
24,2402,79.0,False,25,14,8.3,22947.0,252.0,2166,1970.0,"Drama,Sports",0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,2403,12.0,False,24,18,6.7,53183.0,5561.0,1878,2007.0,"Comedy,Drama,Ecchi",0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,2404,11.0,False,23,18,6.83,64232.0,4874.0,1582,2007.0,"Action,Horror,Supernatural",1,0,0,0,0,0,1,0,0,0,0,0,1,0
2,2405,36.0,False,24,0,7.51,1665.0,1752.0,8749,1988.0,Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,2409,26.0,False,23,14,7.42,5925.0,2080.0,5221,1999.0,"Adventure,Comedy,Fantasy",0,1,0,1,0,1,0,0,0,0,0,0,0,0
12,2415,25.0,False,25,14,6.97,2054.0,4259.0,8315,1997.0,"Adventure,Sports",0,1,0,0,0,0,0,0,0,0,0,1,0,0
13,2416,39.0,False,25,14,7.14,1089.0,3491.0,10127,1998.0,"Adventure,Sports",0,1,0,0,0,0,0,0,0,0,0,1,0,0
21,2451,31.0,False,24,16,7.67,7062.0,1240.0,4473,1982.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
12,2467,36.0,False,23,0,6.59,1097.0,6131.0,9962,1988.0,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,2471,1787.0,False,11,10,7.81,36830.0,929.0,2703,1979.0,"Adventure,Comedy,Fantasy,Sci-Fi",0,1,0,1,0,1,0,0,0,1,0,0,0,0
21,2476,12.0,False,24,16,5.52,393510.0,11332.0,302,2007.0,"Drama,Romance",0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,2484,38.0,False,23,10,7.24,1250.0,2931.0,9127,2000.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
3,2486,13.0,False,24,14,7.11,2032.0,3643.0,7013,2003.0,"Comedy,Drama,Romance,Slice of Life,Supernatural",0,0,0,1,1,0,0,0,1,0,1,0,1,0
4,2487,39.0,False,25,0,7.22,735.0,3033.0,10708,1995.0,"Adventure,Drama,Fantasy,Sci-Fi",0,1,0,0,1,1,0,0,0,1,0,0,0,0
6,2489,52.0,False,24,10,7.3,4496.0,2643.0,5160,2005.0,"Comedy,Fantasy",0,0,0,1,0,1,0,0,0,0,0,0,0,0
11,2494,12.0,False,24,16,6.66,48243.0,5770.0,2047,2007.0,"Comedy,Fantasy,Ecchi",0,0,0,1,0,1,0,0,0,0,0,0,0,0
12,2495,13.0,False,24,14,6.43,2017.0,7017.0,7701,2001.0,"Drama,Slice of Life",0,0,0,0,1,0,0,0,0,0,1,0,0,0
17,2501,26.0,False,25,16,6.67,566.0,5718.0,11230,2003.0,"Adventure,Comedy",0,1,0,1,0,0,0,0,0,0,0,0,0,0
18,2503,42.0,False,25,14,6.56,247.0,6288.0,12718,1992.0,"Adventure,Comedy",0,1,0,1,0,0,0,0,0,0,0,0,0,0
22,2508,12.0,False,24,18,7.75,44712.0,1057.0,2265,2007.0,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,2510,26.0,False,24,14,6.65,742.0,5818.0,9555,1981.0,"Action,Sci-Fi",1,0,0,0,0,0,0,0,0,1,0,0,0,0
6,2518,12.0,False,5,14,7.15,1410.0,3443.0,9441,2006.0,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,2521,13.0,False,24,14,5.4,814.0,11698.0,9538,2001.0,"Action,Sci-Fi",1,0,0,0,0,0,0,0,0,1,0,0,0,0
10,2523,12.0,False,25,14,6.11,3767.0,8744.0,5662,2005.0,"Adventure,Drama,Fantasy,Romance",0,1,0,0,1,1,0,0,1,0,0,0,0,0
4,2542,45.0,False,24,14,7.17,4261.0,3299.0,6128,1983.0,"Drama,Romance",0,0,0,0,1,0,0,0,1,0,0,0,0,0
5,2543,52.0,False,25,0,7.1,4002.0,3673.0,6548,1990.0,"Adventure,Romance",0,1,0,0,0,0,0,0,1,0,0,0,0,0
6,2544,50.0,False,24,0,7.32,2725.0,2514.0,7297,1981.0,"Adventure,Drama,Slice of Life",0,1,0,0,1,0,0,0,0,0,1,0,0,0
7,2545,26.0,False,25,0,6.21,703.0,8231.0,10926,1976.0,"Adventure,Drama",0,1,0,0,1,0,0,0,0,0,0,0,0,0
8,2546,48.0,False,25,0,6.74,1646.0,5354.0,8716,1983.0,"Drama,Slice of Life",0,0,0,0,1,0,0,0,0,0,1,0,0,0
9,2547,46.0,False,25,0,7.68,9755.0,1229.0,4681,1985.0,Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,2548,48.0,False,24,0,7.38,3161.0,2245.0,6498,1987.0,"Drama,Slice of Life",0,0,0,0,1,0,0,0,0,0,1,0,0,0
11,2549,53.0,False,25,0,7.55,1481.0,1612.0,7543,1978.0,"Drama,Slice of Life",0,0,0,0,1,0,0,0,0,0,1,0,0,0
14,2552,13.0,False,24,14,6.24,602.0,8088.0,10026,2007.0,"Comedy,Slice of Life",0,0,0,1,0,0,0,0,0,0,1,0,0,0
15,2553,52.0,False,26,0,7.36,1860.0,2327.0,6941,1975.0,"Drama,Slice of Life",0,0,0,0,1,0,0,0,0,0,1,0,0,0
16,2554,51.0,False,25,0,6.95,2051.0,4345.0,7808,1986.0,"Drama,Slice of Life",0,0,0,0,1,0,0,0,0,0,1,0,0,0
17,2555,43.0,False,24,0,7.31,1485.0,2592.0,8567,1988.0,"Drama,Slice of Life",0,0,0,0,1,0,0,0,0,0,1,0,0,0
18,2556,52.0,False,24,0,6.83,1964.0,4915.0,8267,1989.0,"Adventure,Drama",0,1,0,0,1,0,0,0,0,0,0,0,0,0
19,2557,40.0,False,23,0,7.61,3203.0,1405.0,6748,1991.0,"Drama,Romance",0,0,0,0,1,0,0,0,1,0,0,0,0,0
20,2558,40.0,False,25,0,7.55,2584.0,1598.0,7374,1993.0,"Drama,Slice of Life",0,0,0,0,1,0,0,0,0,0,1,0,0,0
21,2559,33.0,False,23,14,8.33,17083.0,224.0,3041,1995.0,"Adventure,Drama",0,1,0,0,1,0,0,0,0,0,0,0,0,0
23,2561,52.0,False,23,14,7.15,2182.0,3406.0,8241,1978.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
24,2562,22.0,False,23,14,7.51,10984.0,1775.0,3824,2007.0,"Drama,Mystery,Suspense",0,0,0,0,1,0,0,1,0,0,0,0,0,1
1,2564,12.0,False,24,0,6.4,7521.0,7184.0,4920,2007.0,"Comedy,Romance,Sci-Fi",0,0,0,1,0,0,0,0,1,1,0,0,0,0
2,2565,26.0,False,25,0,6.58,1030.0,6175.0,9876,1966.0,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,2566,24.0,False,20,0,6.1,353.0,8781.0,13015,2000.0,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,2567,52.0,False,24,0,6.3,1034.0,7729.0,10679,1976.0,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,2568,52.0,False,22,0,6.48,280.0,6741.0,13048,1983.0,Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6,2569,52.0,False,25,0,7.02,3857.0,4078.0,7057,1989.0,"Adventure,Drama",0,1,0,0,1,0,0,0,0,0,0,0,0,0
7,2570,26.0,False,25,0,7.04,1131.0,3961.0,9699,1991.0,"Comedy,Slice of Life",0,0,0,1,0,0,0,0,0,0,1,0,0,0
8,2571,52.0,False,25,0,6.55,5504.0,6371.0,6263,1975.0,"Adventure,Comedy",0,1,0,1,0,0,0,0,0,0,0,0,0,0
9,2572,24.0,False,26,0,6.42,1321.0,7108.0,9299,1983.0,"Adventure,Fantasy",0,1,0,0,0,1,0,0,0,0,0,0,0,0
10,2573,50.0,False,25,0,7.12,793.0,3585.0,10043,1982.0,"Adventure,Slice of Life",0,1,0,0,0,0,0,0,0,0,1,0,0,0
11,2574,52.0,False,24,0,6.24,911.0,8040.0,10756,1972.0,"Adventure,Fantasy",0,1,0,0,0,1,0,0,0,0,0,0,0,0
