,mal_id,episodes,airing,duration,rating,score,scored_by,rank,popularity,year,genres,Action,Adventure,Award Winning,Comedy,Drama,Fantasy,Horror,Mystery,Romance,Sci-Fi,Slice of Life,Sports,Supernatural,Suspense
16,551,24.0,False,24,18,7.49,48538.0,1839.0,2200,2001.0,Sports,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17,552,54.0,False,24,10,7.77,254022.0,1013.0,559,1999.0,"Action,Adventure,Comedy,Fantasy",1,1,0,1,0,1,0,0,0,0,0,0,0,0
18,553,13.0,False,23,18,7.03,24063.0,4015.0,2866,2000.0,"Boys Love,Fantasy,Horror",0,0,0,0,0,1,1,0,0,0,0,0,0,0
19,554,24.0,False,15,16,6.75,10186.0,5270.0,4316,1999.0,"Action,Adventure,Comedy,Drama,Romance",1,1,0,1,1,0,0,0,1,0,0,0,0,0
20,555,12.0,False,15,16,6.27,5404.0,7890.0,5759,2001.0,"Comedy,Girls Love,Sci-Fi",0,0,0,1,0,0,0,0,0,1,0,0,0,0
23,558,26.0,False,25,14,8.19,44851.0,366.0,2484,2006.0,Sports,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,561,25.0,False,24,14,6.86,8055.0,4765.0,4213,2000.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
3,563,12.0,False,23,14,6.64,20490.0,5859.0,3253,1994.0,"Comedy,Romance,Sci-Fi",0,0,0,1,0,0,0,0,1,1,0,0,0,0
7,567,26.0,False,24,14,7.53,37583.0,1696.0,2080,1999.0,"Action,Mystery,Sci-Fi",1,0,0,0,0,0,0,1,0,1,0,0,0,0
8,568,26.0,False,24,18,7.08,14803.0,3777.0,3471,1998.0,"Adventure,Sci-Fi",0,1,0,0,0,0,0,0,0,1,0,0,0,0
9,569,26.0,False,23,14,7.87,16050.0,817.0,3044,1993.0,"Comedy,Sci-Fi",0,0,0,1,0,0,0,0,0,1,0,0,0,0
13,573,25.0,False,25,14,7.38,14255.0,2242.0,3779,1996.0,"Action,Adventure,Comedy,Drama,Romance,Sci-Fi",1,1,0,1,1,0,0,0,1,1,0,0,0,0
15,576,13.0,False,24,14,6.31,15928.0,7690.0,3666,2006.0,"Comedy,Fantasy,Romance",0,0,0,1,0,1,0,0,1,0,0,0,0,0
16,577,13.0,False,24,14,6.12,2596.0,8688.0,6616,2006.0,Fantasy,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18,579,15.0,False,12,14,6.9,15869.0,4567.0,3654,2003.0,"Comedy,Sci-Fi,Ecchi",0,0,0,1,0,0,0,0,0,1,0,0,0,0
19,580,10.0,False,4,0,6.77,3336.0,5169.0,7451,2001.0,"Comedy,Gourmet",0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,582,48.0,False,8,18,7.62,3446.0,1377.0,5649,1998.0,"Action,Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0
22,584,24.0,False,25,14,7.57,29932.0,1544.0,2151,2005.0,"Adventure,Drama,Sci-Fi",0,1,0,0,1,0,0,0,0,1,0,0,0,0
24,586,11.0,False,23,18,7.38,25411.0,2248.0,2395,2006.0,"Horror,Mystery,Supernatural",0,0,0,0,0,0,1,1,0,0,0,0,1,0
0,587,6.0,False,24,14,7.46,48441.0,1941.0,2009,2006.0,"Drama,Romance",0,0,0,0,1,0,0,0,1,0,0,0,0,0
2,589,21.0,False,23,14,8.02,11419.0,578.0,4167,1986.0,"Action,Adventure,Drama",1,1,0,0,1,0,0,0,0,0,0,0,0,0
3,590,12.0,False,24,14,6.58,11719.0,6174.0,4203,2006.0,"Comedy,Romance",0,0,0,1,0,0,0,0,1,0,0,0,0,0
4,591,12.0,False,24,16,6.44,35550.0,6978.0,2407,2005.0,"Comedy,Romance,Supernatural,Ecchi",0,0,0,1,0,0,0,0,1,0,0,0,1,0
5,592,26.0,False,23,10,6.84,678.0,4838.0,10811,2003.0,"Adventure,Fantasy",0,1,0,0,0,1,0,0,0,0,0,0,0,0
6,593,26.0,False,23,14,7.43,12307.0,2045.0,3232,1999.0,"Award Winning,Drama,Sci-Fi",0,0,1,0,1,0,0,0,0,1,0,0,0,0
11,598,13.0,False,23,14,6.96,4388.0,4310.0,6240,2000.0,"Action,Drama,Sci-Fi",1,0,0,0,1,0,0,0,0,1,0,0,0,0
13,600,12.0,False,5,18,4.85,4829.0,12745.0,5802,2004.0,"Boys Love,Drama,Supernatural",0,0,0,0,1,0,0,0,0,0,0,0,1,0
16,603,49.0,False,24,0,7.1,19111.0,3692.0,3029,2004.0,"Action,Comedy,Fantasy",1,0,0,1,0,1,0,0,0,0,0,0,0,0
17,604,26.0,False,24,0,7.19,4021.0,3199.0,5774,1998.0,"Comedy,Drama,Romance",0,0,0,1,1,0,0,0,1,0,0,0,0,0
18,605,26.0,False,23,14,7.0,2359.0,4153.0,6947,1999.0,"Comedy,Fantasy,Romance",0,0,0,1,0,1,0,0,1,0,0,0,0,0
19,606,13.0,False,24,14,7.22,5637.0,3029.0,5046,2000.0,"Adventure,Comedy",0,1,0,1,0,0,0,0,0,0,0,0,0,0
20,607,39.0,False,24,14,7.04,1882.0,3962.0,6983,2006.0,"Adventure,Comedy,Fantasy",0,1,0,1,0,1,0,0,0,0,0,0,0,0
23,610,12.0,False,24,16,6.25,9885.0,8032.0,4345,2003.0,"Comedy,Drama,Supernatural,Ecchi",0,0,0,1,1,0,0,0,0,0,0,0,1,0
24,611,24.0,False,6,14,5.63,1013.0,10908.0,8314,2002.0,"Sci-Fi,Slice of Life",0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,612,13.0,False,25,14,6.53,2332.0,6479.0,7133,2005.0,"Comedy,Romance",0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,613,52.0,False,23,14,7.12,1990.0,3594.0,7537,2004.0,"Adventure,Fantasy,Supernatural",0,1,0,0,0,1,0,0,0,0,0,0,1,0
2,614,13.0,False,24,14,6.4,2773.0,7208.0,6274,2005.0,"Fantasy,Romance",0,0,0,0,0,1,0,0,1,0,0,0,0,0
4,616,35.0,False,24,10,7.35,1195.0,2377.0,8399,1995.0,"Drama,Fantasy",0,0,0,0,1,1,0,0,0,0,0,0,0,0
6,618,13.0,False,24,18,6.66,17674.0,5778.0,3296,2003.0,"Action,Adventure,Fantasy,Horror",1,1,0,0,0,1,1,0,0,0,0,0,0,0
8,620,11.0,False,24,18,7.01,9345.0,4099.0,4122,2003.0,"Drama,Fantasy,Horror,Mystery",0,0,0,0,1,1,1,1,0,0,0,0,0,0
9,621,12.0,False,25,16,6.92,7256.0,4479.0,4639,1998.0,"Action,Horror,Mystery,Supernatural",1,0,0,0,0,0,1,1,0,0,0,0,1,0
11,623,25.0,False,24,14,6.87,1696.0,4704.0,7246,2002.0,"Adventure,Comedy,Romance",0,1,0,1,0,0,0,0,1,0,0,0,0,0
12,624,12.0,False,14,16,5.98,9044.0,9401.0,4628,2003.0,"Action,Comedy,Ecchi",1,0,0,1,0,0,0,0,0,0,0,0,0,0
14,626,22.0,False,24,14,6.63,2721.0,5906.0,6562,1998.0,"Comedy,Fantasy,Romance",0,0,0,1,0,1,0,0,1,0,0,0,0,0
15,627,26.0,False,25,14,8.21,50635.0,342.0,2008,2004.0,Sports,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17,630,13.0,False,24,14,6.75,3621.0,5275.0,5884,1999.0,"Comedy,Fantasy,Romance,Sci-Fi",0,0,0,1,0,1,0,0,1,1,0,0,0,0
20,633,13.0,False,24,14,7.27,3961.0,2805.0,5632,1998.0,"Adventure,Award Winning,Drama,Fantasy,Romance",0,1,1,0,1,1,0,0,1,0,0,0,0,0
21,634,13.0,False,24,18,7.03,30087.0,4022.0,2237,2004.0,"Drama,Romance",0,0,0,0,1,0,0,0,1,0,0,0,0,0
22,635,13.0,False,25,14,6.7,7743.0,5547.0,4840,1999.0,"Action,Adventure,Comedy,Drama",1,1,0,1,1,0,0,0,0,0,0,0,0,0
23,636,13.0,False,25,14,6.87,4309.0,4729.0,5933,2004.0,"Action,Adventure,Comedy,Drama",1,1,0,1,1,0,0,0,0,0,0,0,0,0
24,637,16.0,False,8,16,6.54,9421.0,6434.0,4788,1999.0,"Comedy,Romance,Ecchi",0,0,0,1,0,0,0,0,1,0,0,0,0,0
4,646,12.0,False,24,14,6.7,1683.0,5543.0,8506,1997.0,"Comedy,Supernatural",0,0,0,1,0,0,0,0,0,0,0,0,1,0
6,648,13.0,False,12,14,6.12,2877.0,8694.0,6762,2004.0,"Comedy,Drama,Romance,Sci-Fi",0,0,0,1,1,0,0,0,1,1,0,0,0,0
7,649,12.0,False,23,16,6.76,10848.0,5222.0,4391,2004.0,"Comedy,Romance,Ecchi",0,0,0,1,0,0,0,0,1,0,0,0,0,0
10,652,9.0,False,24,10,7.18,4892.0,3253.0,6107,2002.0,"Comedy,Sci-Fi",0,0,0,1,0,0,0,0,0,1,0,0,0,0
11,653,26.0,False,24,10,7.31,4237.0,2600.0,6318,2002.0,"Comedy,Sci-Fi",0,0,0,1,0,0,0,0,0,1,0,0,0,0
13,655,13.0,False,24,10,7.23,3227.0,2997.0,6792,2004.0,"Comedy,Sci-Fi",0,0,0,1,0,0,0,0,0,1,0,0,0,0
15,658,26.0,False,23,18,7.92,43862.0,726.0,1985,2005.0,Suspense,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,667,12.0,False,24,14,6.63,23305.0,5903.0,3013,2006.0,"Comedy,Drama,Girls Love",0,0,0,1,1,0,0,0,0,0,0,0,0,0
23,668,13.0,False,25,16,5.76,6096.0,10354.0,5106,2005.0,"Comedy,Romance",0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,670,12.0,False,24,14,6.79,18138.0,5087.0,3349,2005.0,"Drama,Romance",0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,671,13.0,False,24,10,6.52,2936.0,6558.0,6657,2006.0,Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,677,12.0,False,24,14,6.84,1112.0,4842.0,8863,1998.0,"Drama,Romance",0,0,0,0,1,0,0,0,1,0,0,0,0,0
6,678,26.0,False,25,14,7.07,4775.0,3823.0,5346,1998.0,"Action,Adventure,Drama,Fantasy",1,1,0,0,1,1,0,0,0,0,0,0,0,0
9,682,12.0,False,22,14,6.53,5988.0,6479.0,5256,2001.0,"Comedy,Fantasy,Romance",0,0,0,1,0,1,0,0,1,0,0,0,0,0
11,684,11.0,False,13,14,6.55,2263.0,6346.0,7797,2003.0,"Fantasy,Romance",0,0,0,0,0,1,0,0,1,0,0,0,0,0
12,685,13.0,False,24,14,6.43,3463.0,7041.0,6373,2004.0,"Drama,Romance,Sci-Fi",0,0,0,0,1,0,0,0,1,1,0,0,0,0
14,687,52.0,False,24,14,7.09,74038.0,3724.0,1467,2002.0,"Fantasy,Romance,Sci-Fi",0,0,0,0,0,1,0,0,1,1,0,0,0,0
15,688,12.0,False,23,14,6.73,9434.0,5404.0,4252,2004.0,"Drama,Fantasy",0,0,0,0,1,1,0,0,0,0,0,0,0,0
17,690,26.0,False,25,18,7.16,12227.0,3356.0,3426,1997.0,"Action,Drama,Horror,Supernatural",1,0,0,0,1,0,1,0,0,0,0,0,1,0
18,691,124.0,False,25,14,7.52,4146.0,1713.0,4592,1989.0,"Comedy,Romance,Sports",0,0,0,1,0,0,0,0,1,0,0,1,0,0
20,693,12.0,False,24,18,6.14,3282.0,8579.0,6259,2004.0,"Action,Comedy,Drama,Mystery,Sci-Fi,Ecchi",1,0,0,1,1,0,0,1,0,1,0,0,0,0
21,694,24.0,False,24,14,6.73,11448.0,5382.0,4161,2005.0,"Comedy,Drama,Romance",0,0,0,1,1,0,0,0,1,0,0,0,0,0
23,696,26.0,False,23,14,7.42,34322.0,2090.0,2331,1995.0,"Comedy,Romance,Sci-Fi",0,0,0,1,0,0,0,0,1,1,0,0,0,0
1,706,13.0,False,24,14,6.48,4053.0,6765.0,6243,2005.0,"Comedy,Drama",0,0,0,1,1,0,0,0,0,0,0,0,0,0
3,708,26.0,False,24,14,7.53,2405.0,1675.0,6708,2002.0,"Adventure,Sci-Fi",0,1,0,0,0,0,0,0,0,1,0,0,0,0
4,709,52.0,False,25,0,7.74,10204.0,1080.0,3970,2003.0,"Action,Adventure,Fantasy,Sci-Fi,Slice of Life",1,1,0,0,0,1,0,0,0,1,1,0,0,0
5,710,9.0,False,13,14,7.28,57509.0,2736.0,1860,2006.0,"Comedy,Romance",0,0,0,1,0,0,0,0,1,0,0,0,0,0
7,712,50.0,False,25,14,7.18,6464.0,3267.0,5183,2005.0,"Action,Adventure,Comedy",1,1,0,1,0,0,0,0,0,0,0,0,0,0
9,714,86.0,False,25,14,7.35,1210.0,2402.0,8844,1985.0,"Comedy,Romance",0,0,0,1,0,0,0,0,1,0,0,0,0,0
11,718,16.0,False,7,16,6.34,2818.0,7517.0,6976,1998.0,"Comedy,Drama,Romance,Ecchi",0,0,0,1,1,0,0,0,1,0,0,0,0,0
13,721,38.0,False,16,14,8.14,64963.0,437.0,1365,2002.0,"Comedy,Drama,Fantasy,Mystery,Romance",0,0,0,1,1,1,0,1,1,0,0,0,0,0
18,727,54.0,False,24,10,7.48,815.0,1862.0,9258,1991.0,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,729,48.0,False,25,14,7.01,1143.0,4123.0,8046,1987.0,"Comedy,Romance,Sports",0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,738,102.0,False,24,14,7.25,21361.0,2880.0,2965,2005.0,"Action,Adventure,Comedy,Fantasy",1,1,0,1,0,1,0,0,0,0,0,0,0,0
2,740,43.0,False,24,14,7.72,85555.0,1125.0,1436,1993.0,"Fantasy,Romance",0,0,0,0,0,1,0,0,1,0,0,0,0,0
5,744,20.0,False,23,0,6.51,2032.0,6632.0,7743,1999.0,"Comedy,Romance,Sci-Fi",0,0,0,1,0,0,0,0,1,1,0,0,0,0
9,749,12.0,False,5,0,5.92,555.0,9677.0,11997,2004.0,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,750,12.0,False,12,0,6.95,4482.0,4353.0,5819,2006.0,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,751,52.0,False,23,0,6.9,1500.0,4567.0,8562,2002.0,"Action,Adventure,Comedy,Sci-Fi",1,1,0,1,0,0,0,0,0,1,0,0,0,0
14,754,36.0,False,25,10,6.95,964.0,4328.0,8608,2005.0,"Adventure,Drama,Fantasy",0,1,0,0,1,1,0,0,0,0,0,0,0,0
23,763,67.0,False,25,14,7.36,25748.0,2346.0,3030,1999.0,"Action,Adventure,Comedy,Sci-Fi",1,1,0,1,0,0,0,0,0,1,0,0,0,0
24,764,26.0,False,24,10,7.32,15675.0,2559.0,4031,2001.0,"Adventure,Comedy,Sci-Fi,Sports",0,1,0,1,0,0,0,0,0,1,0,1,0,0
5,771,13.0,False,24,14,6.63,2343.0,5933.0,6974,2006.0,"Drama,Fantasy",0,0,0,0,1,1,0,0,0,0,0,0,0,0
7,776,12.0,False,25,14,6.6,3802.0,6057.0,6383,2003.0,"Comedy,Drama,Romance",0,0,0,1,1,0,0,0,1,0,0,0,0,0
12,782,25.0,False,25,14,6.64,5859.0,5863.0,4478,1998.0,"Drama,Supernatural",0,0,0,0,1,0,0,0,0,0,0,0,1,0
13,783,13.0,False,24,18,6.59,2214.0,6121.0,7201,2000.0,"Comedy,Ecchi",0,0,0,1,0,0,0,0,0,0,0,0,0,0
15,786,13.0,False,3,14,5.72,2155.0,10518.0,8252,2004.0,"Comedy,Fantasy",0,0,0,1,0,1,0,0,0,0,0,0,0,0
17,789,6.0,False,24,14,6.89,19129.0,4606.0,3137,2006.0,"Drama,Fantasy,Supernatural",0,0,0,0,1,1,0,0,0,0,0,0,1,0
18,790,23.0,False,25,18,7.9,235832.0,743.0,318,2006.0,"Mystery,Sci-Fi",0,0,0,0,0,0,0,1,0,1,0,0,0,0
22,795,39.0,False,25,14,7.85,10119.0,857.0,3144,1991.0,"Drama,Girls Love",0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,798,12.0,False,23,14,7.36,4381.0,2344.0,5339,2006.0,Drama,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,799,13.0,False,24,10,6.54,2053.0,6393.0,7286,2001.0,"Comedy,Drama,Slice of Life",0,0,0,1,1,0,0,0,0,0,1,0,0,0
2,800,13.0,False,23,14,6.87,10528.0,4694.0,3550,2000.0,"Sci-Fi,Slice of Life",0,0,0,0,0,0,0,0,0,1,1,0,0,0
3,801,26.0,False,25,18,8.52,103007.0,123.0,1047,2004.0,"Action,Mystery,Sci-Fi",1,0,0,0,0,0,0,1,0,1,0,0,0,0
6,810,24.0,False,14,14,6.55,1207.0,6316.0,9066,1998.0,"Comedy,Drama,Sci-Fi",0,0,0,1,1,0,0,0,0,1,0,0,0,0
8,812,13.0,False,26,14,6.78,11129.0,5125.0,3711,2001.0,"Adventure,Drama,Sci-Fi",0,1,0,0,1,0,0,0,0,1,0,0,0,0
9,813,291.0,False,24,14,8.17,829756.0,396.0,112,1989.0,"Action,Adventure,Comedy,Fantasy",1,1,0,1,0,1,0,0,0,0,0,0,0,0
13,817,13.0,False,25,14,6.41,3705.0,7131.0,6150,2006.0,"Comedy,Romance,Sci-Fi",0,0,0,1,0,0,0,0,1,1,0,0,0,0
0,831,24.0,False,24,10,7.08,10429.0,3777.0,4393,2001.0,"Comedy,Fantasy",0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,832,24.0,False,25,16,5.59,687.0,11070.0,9347,2000.0,Sci-Fi,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,833,13.0,False,23,14,6.37,4911.0,7341.0,5456,2002.0,"Action,Comedy,Sci-Fi",1,0,0,1,0,0,0,0,0,1,0,0,0,0
4,835,13.0,False,25,14,6.31,3337.0,7670.0,6404,2002.0,"Drama,Romance",0,0,0,0,1,0,0,0,1,0,0,0,0,0
5,836,26.0,False,23,14,6.41,9015.0,7127.0,4308,2001.0,"Comedy,Drama,Romance",0,0,0,1,1,0,0,0,1,0,0,0,0,0
7,838,13.0,False,24,18,5.99,10177.0,9326.0,3617,2003.0,"Drama,Suspense",0,0,0,0,1,0,0,0,0,0,0,0,0,1
9,840,12.0,False,24,14,6.52,7528.0,6567.0,4817,2003.0,"Comedy,Romance,Sci-Fi",0,0,0,1,0,0,0,0,1,1,0,0,0,0
10,841,16.0,False,6,16,5.92,9688.0,9646.0,4157,1999.0,"Comedy,Ecchi",0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,845,51.0,False,24,14,7.28,32992.0,2715.0,2355,2006.0,"Action,Adventure,Fantasy",1,1,0,0,0,1,0,0,0,0,0,0,0,0
14,846,26.0,False,24,14,7.98,90978.0,633.0,1414,2006.0,"Comedy,Romance",0,0,0,1,0,0,0,0,1,0,0,0,0,0
16,849,14.0,False,23,14,7.83,473545.0,898.0,178,2006.0,"Award Winning,Comedy,Mystery,Sci-Fi",0,0,1,1,0,0,0,1,0,1,0,0,0,0
17,850,13.0,False,26,14,6.46,31423.0,6844.0,2575,2006.0,"Boys Love,Comedy,Drama",0,0,0,1,1,0,0,0,0,0,0,0,0,0
19,852,50.0,False,25,14,7.62,5162.0,1391.0,4296,1995.0,"Comedy,Drama,Romance",0,0,0,1,1,0,0,0,1,0,0,0,0,0
20,853,26.0,False,23,14,8.16,668585.0,407.0,128,2006.0,"Comedy,Romance",0,0,0,1,0,0,0,0,1,0,0,0,0,0
21,854,12.0,False,25,18,6.09,8272.0,8852.0,4503,2006.0,"Action,Adventure,Comedy,Romance,Sci-Fi",1,1,0,1,0,0,0,0,1,1,0,0,0,0
22,855,26.0,False,24,14,7.27,57775.0,2793.0,1554,2006.0,"Drama,Girls Love",0,0,0,0,1,0,0,0,0,0,0,0,0,0
23,856,26.0,False,23,18,7.62,65348.0,1398.0,1344,2006.0,"Action,Drama,Fantasy,Sci-Fi",1,0,0,0,1,1,0,0,0,1,0,0,0,0
24,857,25.0,False,24,16,7.49,179046.0,1832.0,658,2006.0,"Comedy,Sports,Ecchi",0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,858,24.0,False,25,14,5.82,1248.0,10114.0,8339,2005.0,"Drama,Romance,Sci-Fi",0,0,0,0,1,0,0,0,1,1,0,0,0,0
1,859,48.0,False,23,10,6.95,51204.0,4358.0,2199,2006.0,"Adventure,Comedy,Drama,Fantasy",0,1,0,1,1,1,0,0,0,0,0,0,0,0
2,860,12.0,False,24,14,6.71,20325.0,5492.0,3236,2006.0,"Action,Comedy,Fantasy",1,0,0,1,0,1,0,0,0,0,0,0,0,0
3,861,24.0,False,24,14,7.98,120055.0,639.0,734,2006.0,"Comedy,Drama,Mystery,Supernatural",0,0,0,1,1,0,0,1,0,0,0,0,1,0
4,863,12.0,False,24,14,6.59,14730.0,6151.0,3551,2006.0,"Comedy,Ecchi",0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,865,48.0,False,24,14,7.0,1169.0,4167.0,7727,1987.0,"Adventure,Sci-Fi",0,1,0,0,0,0,0,0,0,1,0,0,0,0
12,872,40.0,False,9,14,7.05,6601.0,3897.0,3934,2004.0,"Adventure,Comedy,Fantasy",0,1,0,1,0,1,0,0,0,0,0,0,0,0
13,873,26.0,False,24,14,6.86,35067.0,4767.0,2421,2006.0,"Adventure,Drama,Fantasy",0,1,0,0,1,1,0,0,0,0,0,0,0,0
14,874,51.0,False,25,10,7.64,122176.0,1331.0,1180,2001.0,"Adventure,Comedy,Fantasy",0,1,0,1,0,1,0,0,0,0,0,0,0,0
16,876,29.0,False,24,14,7.05,14929.0,3934.0,4116,1995.0,"Action,Adventure,Drama,Mystery",1,1,0,0,1,0,0,1,0,0,0,0,0,0
17,877,47.0,False,23,16,8.54,245690.0,110.0,311,2006.0,"Drama,Romance",0,0,0,0,1,0,0,0,1,0,0,0,0,0
18,878,26.0,False,23,14,7.29,10947.0,2699.0,3694,2006.0,"Action,Romance,Sci-Fi",1,0,0,0,0,0,0,0,1,1,0,0,0,0
19,879,26.0,False,24,14,7.44,11732.0,2016.0,3305,2006.0,"Drama,Fantasy,Girls Love",0,0,0,0,1,1,0,0,0,0,0,0,0,0
20,880,22.0,False,24,14,7.55,35148.0,1620.0,2596,2006.0,"Comedy,Romance,Supernatural",0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,886,12.0,False,24,16,6.64,26285.0,5846.0,2994,2006.0,"Comedy,Romance,Supernatural,Ecchi",0,0,0,1,0,0,0,0,1,0,0,0,1,0
3,888,12.0,False,24,14,6.34,10503.0,7523.0,4514,2000.0,"Action,Sci-Fi",1,0,0,0,0,0,0,0,0,1,0,0,0,0
4,889,12.0,False,23,18,8.03,484370.0,572.0,155,2006.0,Action,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,890,49.0,False,25,14,7.84,6221.0,876.0,4574,1997.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
22,907,12.0,False,24,14,6.98,29195.0,4232.0,2639,2006.0,"Comedy,Drama",0,0,0,1,1,0,0,0,0,0,0,0,0,0
24,909,13.0,False,23,14,6.3,5456.0,7749.0,5398,2001.0,"Adventure,Sci-Fi",0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,910,13.0,False,24,14,6.32,7608.0,7640.0,4343,2006.0,"Adventure,Comedy",0,1,0,1,0,0,0,0,0,0,0,0,0,0
2,912,55.0,False,24,14,7.04,1644.0,3959.0,7232,1995.0,Adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,913,25.0,False,25,18,6.55,1519.0,6357.0,7590,2005.0,"Action,Ecchi",1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,914,26.0,False,24,16,7.51,5101.0,1756.0,4984,1995.0,"Comedy,Ecchi",0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,915,26.0,False,24,14,7.21,7868.0,3084.0,5245,2005.0,"Adventure,Drama",0,1,0,0,1,0,0,0,0,0,0,0,0,0
6,916,13.0,False,24,18,6.53,21196.0,6453.0,3171,2006.0,"Action,Horror,Mystery,Supernatural",1,0,0,0,0,0,1,1,0,0,0,0,1,0
8,918,201.0,False,24,14,8.94,389736.0,16.0,139,2006.0,"Action,Comedy,Sci-Fi",1,0,0,1,0,0,0,0,0,1,0,0,0,0
9,919,13.0,False,24,14,6.6,4030.0,6064.0,5372,2006.0,"Drama,Romance,Sci-Fi",0,0,0,0,1,0,0,0,1,1,0,0,0,0
12,924,43.0,False,24,14,6.62,1409.0,5954.0,9314,1988.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
13,925,35.0,False,23,14,6.39,1854.0,7270.0,8708,1987.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
14,926,38.0,False,23,10,6.65,1246.0,5789.0,9583,1989.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
15,927,51.0,False,24,14,6.1,2920.0,8779.0,7774,2004.0,"Adventure,Sci-Fi",0,1,0,0,0,0,0,0,0,1,0,0,0,0
16,928,52.0,False,24,14,6.65,3315.0,5795.0,7457,2005.0,"Adventure,Sci-Fi",0,1,0,0,0,0,0,0,0,1,0,0,0,0
17,929,49.0,False,24,14,7.04,2562.0,3967.0,5615,1983.0,"Action,Adventure,Drama,Fantasy,Sci-Fi",1,1,0,0,1,1,0,0,0,1,0,0,0,0
18,930,39.0,False,25,14,7.05,4001.0,3920.0,5043,1980.0,"Drama,Sci-Fi",0,0,0,0,1,0,0,0,0,1,0,0,0,0
21,934,26.0,False,24,18,7.88,390229.0,803.0,228,2006.0,"Horror,Mystery,Supernatural",0,0,0,0,0,0,1,1,0,0,0,0,1,0
22,935,24.0,False,24,18,7.21,47364.0,3100.0,1824,2006.0,"Action,Drama,Sci-Fi",1,0,0,0,1,0,0,0,0,1,0,0,0,0
1,940,26.0,False,23,14,7.23,28752.0,3007.0,2528,2006.0,"Comedy,Romance,Supernatural,Ecchi",0,0,0,1,0,0,0,0,1,0,0,0,1,0
2,941,12.0,False,23,16,6.98,10208.0,4236.0,3767,2006.0,"Comedy,Ecchi",0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,942,13.0,False,24,14,6.68,6108.0,5640.0,4819,2006.0,"Comedy,Drama,Fantasy,Mystery,Romance",0,0,0,1,1,1,0,1,1,0,0,0,0,0
4,943,12.0,False,24,10,6.42,2620.0,7125.0,6459,2006.0,"Drama,Fantasy,Slice of Life",0,0,0,0,1,1,0,0,0,0,1,0,0,0
5,944,24.0,False,23,18,7.31,7854.0,2567.0,4561,2006.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
8,951,142.0,False,24,0,7.63,5527.0,1342.0,5748,1990.0,"Comedy,Slice of Life",0,0,0,1,0,0,0,0,0,0,1,0,0,0
9,952,12.0,False,22,0,6.18,2127.0,8356.0,6968,2001.0,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10,953,11.0,False,22,18,7.2,32306.0,3163.0,2452,2006.0,"Action,Adventure,Drama,Mystery,Sci-Fi",1,1,0,0,1,0,0,1,0,1,0,0,0,0
11,956,44.0,False,24,14,6.84,795.0,4850.0,10140,1976.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
12,957,39.0,False,25,14,7.89,34985.0,766.0,2077,2006.0,"Adventure,Fantasy,Romance",0,1,0,0,0,1,0,0,1,0,0,0,0,0
13,958,25.0,False,24,14,7.13,6715.0,3557.0,4864,2002.0,"Action,Adventure,Sci-Fi",1,1,0,0,0,0,0,0,0,1,0,0,0,0
